"","ISO","Country","year","CC.SH.AIRP.AIR","CC.SH.AIRP.AMB","EN.ATM.PM25.MC.M3","EN.ATM.PM25.MC.ZS","SH.STA.AIRP.FE.P5","SH.STA.AIRP.MA.P5","SH.STA.AIRP.P5","total_ghg","population","region","capital","longitude","latitude","income","ghg_per_capita","Policy_Index","Policy_Index_Normalized","ghg_per_capita_normalised"
"14","AFG","Afghanistan",2013,NA,NA,73.1318159038053,100,NA,NA,NA,30.18,31622704,"South Asia","Kabul",69.1761,34.5228,"Low income",9.54377588962664e-07,NA,NA,0.316124135850913
"15","AFG","Afghanistan",2014,NA,NA,77.1437275538632,100,NA,NA,NA,30.92,32792523,"South Asia","Kabul",69.1761,34.5228,"Low income",9.42897867297371e-07,3,0.00829875518672199,0.316010042207867
"16","AFG","Afghanistan",2015,NA,NA,73.4908176326415,100,NA,NA,NA,31.37,33831764,"South Asia","Kabul",69.1761,34.5228,"Low income",9.27235127319994e-07,0,0,0.31585437475214
"17","AFG","Afghanistan",2016,133,112,72.7659101386992,100,NA,NA,NA,31.02,34700612,"South Asia","Kabul",69.1761,34.5228,"Low income",8.93932360616579e-07,3,0.00829875518672199,0.315523388157912
"18","AFG","Afghanistan",2017,NA,NA,65.8623470043896,100,NA,NA,NA,31.9,35688935,"South Asia","Kabul",69.1761,34.5228,"Low income",8.93834461577517e-07,3.5,0.00968188105117566,0.315522415167595
"19","AFG","Afghanistan",2018,NA,NA,67.2271774798558,NA,NA,NA,NA,33.25,36743039,"South Asia","Kabul",69.1761,34.5228,"Low income",9.04933312674545e-07,NA,NA,0.3156327234479
"20","AFG","Afghanistan",2019,NA,NA,58.3308722306744,NA,265,265.2,265.7,33.54,37856121,"South Asia","Kabul",69.1761,34.5228,"Low income",8.85986179091091e-07,1,0.00276625172890733,0.315444413351294
"21","AFG","Afghanistan",2020,NA,NA,46.0870936659706,NA,NA,NA,NA,34.5,39068979,"South Asia","Kabul",69.1761,34.5228,"Low income",8.83053534621419e-07,3.25,0.00899031811894882,0.315415266643642
"22","AFG","Afghanistan",2021,NA,NA,NA,NA,NA,NA,NA,35.18,40000412,"South Asia","Kabul",69.1761,34.5228,"Low income",8.79490941243305e-07,NA,NA,0.315379859055458
"23","ALB","Albania",2000,NA,NA,22.2651885663762,100,NA,NA,NA,8.42,3089027,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",2.72577740498869e-06,NA,NA,0.333729567776274
"24","ALB","Albania",2001,NA,NA,22.3660062096811,NA,NA,NA,NA,7,3060173,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",2.28745237605848e-06,NA,NA,0.329373181720344
"25","ALB","Albania",2002,NA,NA,22.4827851202514,NA,NA,NA,NA,7.64,3051010,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",2.50408880993507e-06,NA,NA,0.331526268761825
"26","ALB","Albania",2003,NA,NA,22.5934493496412,NA,NA,NA,NA,8.05,3039616,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",2.64836084558049e-06,NA,NA,0.332960146918133
"27","ALB","Albania",2004,NA,NA,22.6759229494045,NA,NA,NA,NA,8.12,3026939,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",2.6825780103266e-06,NA,NA,0.333300221450809
"28","ALB","Albania",2005,NA,NA,22.7081299710953,100,NA,NA,NA,7.89,3011487,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",2.61996814198434e-06,NA,NA,0.332677960025137
"29","ALB","Albania",2006,NA,NA,22.5109695957413,NA,NA,NA,NA,7.8,2992547,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",2.60647535360347e-06,NA,NA,0.332543859092544
"30","ALB","Albania",2007,NA,NA,22.0412299650015,NA,NA,NA,NA,7.88,2970017,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",2.65318346662662e-06,NA,NA,0.333008077557936
"31","ALB","Albania",2008,NA,NA,21.4806685713767,NA,NA,NA,NA,7.61,2947314,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",2.58201196072085e-06,NA,NA,0.332300724485573
"32","ALB","Albania",2009,NA,NA,21.0110429073679,NA,NA,NA,NA,7.68,2927519,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",2.62338177822245e-06,NA,NA,0.332711887171264
"33","ALB","Albania",2010,NA,NA,20.8141104654758,100,NA,NA,NA,8.12,2913021,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",2.78748419596014e-06,NA,NA,0.334342853776392
"34","ALB","Albania",2011,NA,NA,22.7999042481871,100,NA,NA,NA,8.78,2905195,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",3.02217234987669e-06,NA,NA,0.336675351657494
"35","ALB","Albania",2012,NA,NA,20.9627204112539,100,NA,NA,NA,8.22,2900401,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",2.83409087226215e-06,NA,NA,0.334806064091465
"36","ALB","Albania",2013,NA,NA,19.4075322522058,100,NA,NA,NA,8.45,2895092,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",2.91873280710941e-06,NA,NA,0.3356472958724
"37","ALB","Albania",2014,NA,NA,19.3679442180935,100,NA,NA,NA,8.89,2889104,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",3.07707856830353e-06,NA,NA,0.337221048728278
"38","ALB","Albania",2015,NA,NA,19.121557306579,100,NA,NA,NA,8.56,2880703,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",2.971496888086e-06,4,0.0110650069156293,0.336171702856828
"39","ALB","Albania",2016,31,41,17.602163992984,99.9999999999642,NA,NA,NA,8.95,2876101,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",3.1118517743292e-06,2,0.00553250345781466,0.337566649594877
"40","ALB","Albania",2017,NA,NA,18.5552438171978,99.9999999999643,NA,NA,NA,9.68,2873457,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",3.36876452301183e-06,2,0.00553250345781466,0.340120031314108
"41","ALB","Albania",2018,NA,NA,19.0461862321065,NA,NA,NA,NA,9.43,2866376,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",3.28986846108117e-06,NA,NA,0.339335906107064
"42","ALB","Albania",2019,NA,NA,15.70470712234,NA,94.2,89.3,92.5,8.95,2854191,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",3.13573968946017e-06,3.5,0.00968188105117566,0.337804064694434
"43","ALB","Albania",2020,NA,NA,15.7070036417042,NA,NA,NA,NA,8.39,2837849,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",2.95646456171558e-06,NA,NA,0.336022300900138
"44","ALB","Albania",2021,NA,NA,NA,NA,NA,NA,NA,8.59,2811666,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income",3.0551281695621e-06,3.16666666666667,0.00875979714153988,0.337002890045365
"45",NA,"Albania",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"46",NA,"Albania",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00276625172890733,NA
"47","DZA","Algeria",2000,NA,NA,28.2331081205494,100,NA,NA,NA,161.5,30903893,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",5.2258788237456e-06,NA,NA,0.358577354784159
"48","DZA","Algeria",2001,NA,NA,28.1319306652494,NA,NA,NA,NA,155.56,31331221,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",4.96501556706009e-06,NA,NA,0.355984710105158
"49","DZA","Algeria",2002,NA,NA,27.867944303466,NA,NA,NA,NA,161.93,31750835,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",5.10002335371652e-06,NA,NA,0.35732651356244
"50","DZA","Algeria",2003,NA,NA,27.5018984382489,NA,NA,NA,NA,175.13,32175818,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",5.44290746547609e-06,NA,NA,0.360734339866393
"51","DZA","Algeria",2004,NA,NA,27.0945424726476,NA,NA,NA,NA,179.09,32628286,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",5.48879582580587e-06,NA,NA,0.361190411046171
"52","DZA","Algeria",2005,NA,NA,26.7066258097118,100,NA,NA,NA,186.35,33109249,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",5.6283366620608e-06,NA,NA,0.362577267176147
"53","DZA","Algeria",2006,NA,NA,26.3355700886845,NA,NA,NA,NA,193.81,33623506,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",5.76412227802776e-06,NA,NA,0.363926801254632
"54","DZA","Algeria",2007,NA,NA,25.9305422423959,NA,NA,NA,NA,197.34,34189416,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",5.77196170885165e-06,NA,NA,0.364004715096812
"55","DZA","Algeria",2008,NA,NA,25.4799096142764,NA,NA,NA,NA,202.39,34816961,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",5.81297144228067e-06,NA,NA,0.364412299010748
"56","DZA","Algeria",2009,NA,NA,24.9720395477565,NA,NA,NA,NA,204.47,35490445,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",5.76126898380677e-06,NA,NA,0.363898443186218
"57","DZA","Algeria",2010,NA,NA,24.3952993862667,100,NA,NA,NA,207.34,36188236,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",5.72948623414526e-06,NA,NA,0.363582563603018
"58","DZA","Algeria",2011,NA,NA,23.5721077905837,100,NA,NA,NA,214.66,36903376,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",5.81681199031763e-06,NA,NA,0.364450469110129
"59","DZA","Algeria",2012,NA,NA,24.3968164333132,100,NA,NA,NA,233.42,37646166,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",6.20036579555007e-06,NA,NA,0.368262499768956
"60","DZA","Algeria",2013,NA,NA,22.3802640164928,100,NA,NA,NA,238.1,38414171,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",6.19823345920962e-06,NA,NA,0.368241307093004
"61","DZA","Algeria",2014,NA,NA,24.111122951181,100,NA,NA,NA,250.22,39205031,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",6.38234414353607e-06,NA,NA,0.370071130089662
"62","DZA","Algeria",2015,NA,NA,25.6188658260447,100,NA,NA,NA,260.04,40019529,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",6.49782759812091e-06,NA,NA,0.37121888684102
"63","DZA","Algeria",2016,8,43,25.5531525527547,100,NA,NA,NA,261.74,40850721,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",6.40723085401602e-06,2,0.00553250345781466,0.370318471928154
"64","DZA","Algeria",2017,NA,NA,24.7521457818965,100,NA,NA,NA,264.96,41689299,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",6.35558779724264e-06,NA,NA,0.369805206479995
"65","DZA","Algeria",2018,NA,NA,24.9335900639775,NA,NA,NA,NA,273,42505035,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",6.4227685026021e-06,NA,NA,0.370472896136618
"66","DZA","Algeria",2019,NA,NA,24.3886086444981,NA,45,54.7,49.7,279.46,43294546,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",6.454854613789e-06,NA,NA,0.370791790742534
"67","DZA","Algeria",2020,NA,NA,25.5526558310447,NA,NA,NA,NA,264.68,44042091,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",6.009705579147e-06,0,0,0.366367582861779
"68","DZA","Algeria",2021,NA,NA,NA,NA,NA,NA,NA,272.99,44761099,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income",6.09882255125148e-06,NA,NA,0.367253290747478
"69",NA,"Algeria",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.00829875518672199,NA
"70",NA,"Algeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0.00968188105117566,NA
"71","ASM","American Samoa",2000,NA,NA,6.78903031026655,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","ASM","American Samoa",2001,NA,NA,6.77037814699815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","ASM","American Samoa",2002,NA,NA,6.74783746968913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","ASM","American Samoa",2003,NA,NA,6.72087595026364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","ASM","American Samoa",2004,NA,NA,6.6889612606458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","ASM","American Samoa",2005,NA,NA,6.65156107275977,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","ASM","American Samoa",2006,NA,NA,6.59952143088147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","ASM","American Samoa",2007,NA,NA,6.52275564874038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","ASM","American Samoa",2008,NA,NA,6.41933230244101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","ASM","American Samoa",2009,NA,NA,6.28731996808785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","ASM","American Samoa",2010,NA,NA,6.1247872217854,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","ASM","American Samoa",2011,NA,NA,5.78713264863392,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","ASM","American Samoa",2012,NA,NA,5.89952284418671,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","ASM","American Samoa",2013,NA,NA,6.0364805967779,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","ASM","American Samoa",2014,NA,NA,6.38148164002644,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","ASM","American Samoa",2015,NA,NA,6.34587688465646,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","ASM","American Samoa",2016,NA,NA,6.92969282658657,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","ASM","American Samoa",2017,NA,NA,6.92339918062073,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","ASM","American Samoa",2018,NA,NA,6.98174556652016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","ASM","American Samoa",2019,NA,NA,6.72853173807719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","ASM","American Samoa",2020,NA,NA,6.71514739512663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","ASM","American Samoa",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","AND","Andorra",2000,NA,NA,16.2215988704827,99.957431968077,NA,NA,NA,0.59,65685,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",8.98226383496993e-06,NA,NA,0.395910982123536
"94","AND","Andorra",2001,NA,NA,16.0398963763555,NA,NA,NA,NA,0.59,65852,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",8.95948490554577e-06,NA,NA,0.395684588913103
"95","AND","Andorra",2002,NA,NA,15.7322043920316,NA,NA,NA,NA,0.6,66506,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",9.02174239918203e-06,NA,NA,0.396303348188192
"96","AND","Andorra",2003,NA,NA,15.3456971177959,NA,NA,NA,NA,0.61,69486,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",8.77874679791613e-06,NA,NA,0.393888284983632
"97","AND","Andorra",2004,NA,NA,14.9275487539332,NA,NA,NA,NA,0.64,74325,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",8.610830810629e-06,NA,NA,0.392219416410531
"98","AND","Andorra",2005,NA,NA,14.5249335007286,100,NA,NA,NA,0.66,77421,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",8.52481884759949e-06,NA,NA,0.391364568314588
"99","AND","Andorra",2006,NA,NA,14.0587152187082,NA,NA,NA,NA,0.64,79585,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",8.04171640384495e-06,NA,NA,0.386563152445879
"100","AND","Andorra",2007,NA,NA,13.4952355101681,NA,NA,NA,NA,0.64,81877,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",7.8166029532103e-06,NA,NA,0.384325814779489
"101","AND","Andorra",2008,NA,NA,12.9498851880477,NA,NA,NA,NA,0.64,83495,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",7.66512964848194e-06,NA,NA,0.382820365286507
"102","AND","Andorra",2009,NA,NA,12.5380550652865,NA,NA,NA,NA,0.62,83888,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",7.39080679000572e-06,NA,NA,0.380093949506862
"103","AND","Andorra",2010,NA,NA,12.375135954824,99.9566358235583,NA,NA,NA,0.63,80706,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",7.80611106980894e-06,NA,NA,0.384221538976071
"104","AND","Andorra",2011,NA,NA,13.4732948489243,100,NA,NA,NA,0.6,77783,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",7.71376778987697e-06,NA,NA,0.383303765747295
"105","AND","Andorra",2012,NA,NA,12.2593146393596,99.955997318409,NA,NA,NA,0.6,76834,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",7.80904287164537e-06,NA,NA,0.384250677309034
"106","AND","Andorra",2013,NA,NA,11.2698563251216,97.6859593235148,NA,NA,NA,0.59,75194,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",7.84637072106817e-06,NA,NA,0.384621668039634
"107","AND","Andorra",2014,NA,NA,10.4359992732348,16.5989802462163,NA,NA,NA,0.57,73737,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",7.73017616664632e-06,NA,NA,0.383466843872067
"108","AND","Andorra",2015,NA,NA,11.1088936507291,90.8480627384849,NA,NA,NA,0.58,72174,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",8.03613489622302e-06,NA,NA,0.386507679451251
"109","AND","Andorra",2016,NA,NA,10.1068248002358,17.4195577199093,NA,NA,NA,0.59,72181,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",8.17389617766448e-06,NA,NA,0.387876849099134
"110","AND","Andorra",2017,NA,NA,10.0219190390452,17.8244594869492,NA,NA,NA,0.59,73763,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",7.99859007903691e-06,NA,NA,0.386134532340621
"111","AND","Andorra",2018,NA,NA,9.89580638748632,NA,NA,NA,NA,0.62,75162,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",8.24884915249727e-06,NA,NA,0.388621785100642
"112","AND","Andorra",2019,NA,NA,9.01087465277866,NA,NA,NA,NA,0.61,76474,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",7.97656719930957e-06,NA,NA,0.385915653290092
"113","AND","Andorra",2020,NA,NA,9.08028059086901,NA,NA,NA,NA,0.5,77380,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",6.46161798914448e-06,1,0.00276625172890733,0.370859009979732
"114","AND","Andorra",2021,NA,NA,NA,NA,NA,NA,NA,0.49,78364,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income",6.25287121637487e-06,1.5,0.004149377593361,0.368784336004729
"115",NA,"Andorra",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00276625172890733,NA
"116","AGO","Angola",2000,NA,NA,23.5093420911103,100,NA,NA,NA,82.21,16194869,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",5.07629916611243e-06,NA,NA,0.357090725703556
"117","AGO","Angola",2001,NA,NA,23.6526821946051,NA,NA,NA,NA,108.91,16747208,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",6.50317354391251e-06,NA,NA,0.37127201865455
"118","AGO","Angola",2002,NA,NA,23.8200090775863,NA,NA,NA,NA,111,17327699,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",6.40592845016525e-06,NA,NA,0.370305527711876
"119","AGO","Angola",2003,NA,NA,23.9811124380809,NA,NA,NA,NA,117.58,17943712,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",6.55271328474287e-06,NA,NA,0.371764379852117
"120","AGO","Angola",2004,NA,NA,24.1057819741159,NA,NA,NA,NA,121.29,18600423,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",6.52081944588034e-06,NA,NA,0.371447396185385
"121","AGO","Angola",2005,NA,NA,24.1638073837181,100,NA,NA,NA,122.4,19291161,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",6.34487473304484e-06,NA,NA,0.369698732424427
"122","AGO","Angola",2006,NA,NA,24.1729316066879,NA,NA,NA,NA,118.39,20015279,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",5.91498125007401e-06,NA,NA,0.365426145072251
"123","AGO","Angola",2007,NA,NA,24.1741901310537,NA,NA,NA,NA,123.75,20778561,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",5.9556578533037e-06,NA,NA,0.365830418101206
"124","AGO","Angola",2008,NA,NA,24.1723114771848,NA,NA,NA,NA,127.92,21578655,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",5.92808031825895e-06,NA,NA,0.365556332933359
"125","AGO","Angola",2009,NA,NA,24.1720241654505,NA,NA,NA,NA,131.31,22414773,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",5.85819004279008e-06,NA,NA,0.36486171364082
"126","AGO","Angola",2010,NA,NA,24.17805671622,100,NA,NA,NA,136.95,23294825,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",5.87898814436254e-06,NA,NA,0.365068419974476
"127","AGO","Angola",2011,NA,NA,24.337940171596,100,NA,NA,NA,136.84,24218352,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",5.65026059576638e-06,NA,NA,0.362795162830701
"128","AGO","Angola",2012,NA,NA,24.4804929012722,100,NA,NA,NA,136.76,25177394,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",5.43185684745609e-06,0,0,0.360624510960731
"129","AGO","Angola",2013,NA,NA,24.5386584342125,100,NA,NA,NA,138.74,26165620,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",5.30237770020355e-06,NA,NA,0.359337655056104
"130","AGO","Angola",2014,NA,NA,23.9455836380328,100,NA,NA,NA,138.97,27160769,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",5.11657088943248e-06,NA,NA,0.357490974747851
"131","AGO","Angola",2015,NA,NA,25.0021502571501,100,NA,NA,NA,144.38,28157798,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",5.1275316343984e-06,NA,NA,0.357599910431147
"132","AGO","Angola",2016,78,56,25.1807008149163,100,NA,NA,NA,140.66,29183070,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",4.81991784962994e-06,NA,NA,0.354542625735705
"133","AGO","Angola",2017,NA,NA,23.9591508117097,100,NA,NA,NA,140.92,30234839,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",4.6608483676728e-06,NA,NA,0.352961680027874
"134","AGO","Angola",2018,NA,NA,24.2650153621146,NA,NA,NA,NA,125.92,31297155,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",4.02336889726878e-06,NA,NA,0.346625955411401
"135","AGO","Angola",2019,NA,NA,24.5988113283925,NA,121.4,168,142.8,135.23,32375632,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income",4.17690687860549e-06,NA,NA,0.34815192512977
